date,temp,humidity
2023-11-07 16:55:56,23.8,94
2023-11-07 16:56:05,23.8,94
2023-11-07 16:56:15,23.8,94
2023-11-07 16:56:25,23.8,94
2023-11-07 16:56:34,23.8,94
2023-11-07 16:56:44,23.8,94
2023-11-07 16:56:53,23.8,94
2023-11-07 16:57:02,23.8,94
2023-11-07 16:57:12,23.8,94
2023-11-07 16:57:21,23.8,94
2023-11-07 16:57:31,23.8,94
2023-11-07 16:57:40,23.8,94
2023-11-07 16:57:50,23.8,94
2023-11-07 16:57:59,23.8,94
2023-11-07 16:58:09,23.8,94
2023-11-07 16:58:19,23.8,94
2023-11-07 16:58:28,23.8,94
2023-11-07 16:58:38,23.8,94
2023-11-07 16:58:48,23.8,94
2023-11-07 16:58:57,23.8,94
2023-11-07 16:59:07,23.8,94
2023-11-07 16:59:17,23.8,94
2023-11-07 16:59:28,23.8,94
2023-11-07 16:59:38,23.8,94
2023-11-07 16:59:48,23.8,94
2023-11-07 16:59:58,23.8,94
2023-11-07 17:00:07,23.8,94
2023-11-07 17:00:17,23.8,94
2023-11-07 17:00:27,23.8,94
2023-11-07 17:00:36,23.8,94
2023-11-07 17:00:46,23.8,94
2023-11-07 17:00:55,23.8,94
2023-11-07 17:01:05,23.8,94
2023-11-07 17:01:14,23.8,94
2023-11-07 17:01:24,23.8,94
2023-11-07 17:01:34,23.8,94
2023-11-07 17:01:44,23.8,94
2023-11-07 17:01:54,23.8,94
2023-11-07 17:02:04,23.8,94
2023-11-07 17:02:14,23.8,94
2023-11-07 17:02:23,23.8,94
2023-11-07 17:02:33,23.8,94
2023-11-07 17:02:43,23.8,94
2023-11-07 17:02:52,23.8,94
2023-11-07 17:03:02,23.8,94
2023-11-07 17:03:11,23.8,94
2023-11-07 17:03:21,23.8,94
2023-11-07 17:03:34,23.8,94
2023-11-07 17:03:43,23.8,94
2023-11-07 17:03:53,23.8,94
2023-11-07 17:04:02,23.8,94
2023-11-07 17:04:12,23.8,94
2023-11-07 17:04:21,23.8,94
2023-11-07 17:04:32,23.8,94
2023-11-07 17:04:41,23.8,94
2023-11-07 17:04:51,23.8,94
2023-11-07 17:05:01,23.8,94
2023-11-07 17:05:11,23.8,94
2023-11-07 17:05:20,23.8,94
2023-11-07 17:05:30,23.8,94
2023-11-07 17:05:39,23.8,94
2023-11-07 17:05:49,23.8,94
2023-11-07 17:05:59,23.8,94
2023-11-07 17:06:09,23.8,94
2023-11-07 17:06:19,23.8,94
2023-11-07 17:06:29,23.8,94
2023-11-07 17:06:39,23.8,94
2023-11-07 17:06:49,23.8,94
2023-11-07 17:06:59,23.8,94
2023-11-07 17:07:09,23.8,94
2023-11-07 17:07:19,23.8,94
2023-11-07 17:07:29,23.8,94
2023-11-07 17:07:39,23.8,94
2023-11-07 17:07:48,23.8,94
2023-11-07 17:07:58,23.8,94
2023-11-07 17:08:08,23.8,94
2023-11-07 17:08:18,23.8,94
2023-11-07 17:08:27,23.8,94
2023-11-07 17:08:39,23.8,94
2023-11-07 17:08:48,23.7,94
2023-11-07 17:08:58,23.7,94
2023-11-07 17:09:08,23.7,94
2023-11-07 17:09:18,23.7,94
2023-11-07 17:09:27,23.7,94
2023-11-07 17:09:37,23.7,94
2023-11-07 17:09:46,23.6,95
2023-11-07 17:09:56,23.6,94
2023-11-07 17:10:06,23.6,95
2023-11-07 17:10:16,23.6,94
2023-11-07 17:10:25,23.5,94
2023-11-07 17:10:36,23.5,94
2023-11-07 17:10:46,23.5,94
2023-11-07 17:10:56,23.4,94
2023-11-07 17:11:06,23.4,94
2023-11-07 17:11:16,23.4,94
2023-11-07 17:11:26,23.4,95
2023-11-07 17:11:36,23.4,94
2023-11-07 17:11:46,23.4,94
2023-11-07 17:11:56,23.4,95
2023-11-07 17:12:05,23.4,94
2023-11-07 17:12:15,23.4,95
2023-11-07 17:12:25,23.4,95
2023-11-07 17:12:35,23.4,94
2023-11-07 17:12:44,23.4,94
2023-11-07 17:12:54,23.4,95
2023-11-07 17:13:05,23.4,94
2023-11-07 17:13:14,23.4,95
2023-11-07 17:13:24,23.4,94
2023-11-07 17:13:34,23.4,95
2023-11-07 17:13:44,23.4,95
2023-11-07 17:13:54,23.4,94
2023-11-07 17:14:03,23.4,94
2023-11-07 17:14:13,23.4,95
2023-11-07 17:14:22,23.4,94
2023-11-07 17:14:32,23.4,95
2023-11-07 17:14:42,23.4,95
2023-11-07 17:14:52,23.4,95
2023-11-07 17:15:02,23.4,95
2023-11-07 17:15:12,23.4,95
2023-11-07 17:15:21,23.4,95
2023-11-07 17:15:31,23.4,95
2023-11-07 17:15:41,23.4,95
2023-11-07 17:15:50,23.4,95
2023-11-07 17:16:00,23.4,95
2023-11-07 17:16:09,23.4,95
2023-11-07 17:16:19,23.4,95
2023-11-07 17:16:28,23.4,95
2023-11-07 17:16:38,23.4,95
2023-11-07 17:16:48,23.4,95
2023-11-07 17:16:58,23.4,95
2023-11-07 17:17:08,23.4,95
2023-11-07 17:17:17,23.4,95
2023-11-07 17:17:27,23.4,95
2023-11-07 17:17:36,23.4,95
2023-11-07 17:17:46,23.4,95
2023-11-07 17:17:56,23.4,95
2023-11-07 17:18:06,23.4,95
2023-11-07 17:18:15,23.4,95
2023-11-07 17:18:25,23.4,95
2023-11-07 17:18:35,23.4,95
2023-11-07 17:18:45,23.4,95
2023-11-07 17:18:54,23.4,95
2023-11-07 17:19:04,23.4,95
2023-11-07 17:19:15,23.4,95
2023-11-07 17:19:25,23.4,95
2023-11-07 17:19:34,23.4,95
2023-11-07 17:19:43,23.4,95
2023-11-07 17:19:53,23.4,95
2023-11-07 17:20:03,23.4,95
2023-11-07 17:20:13,23.4,95
2023-11-07 17:20:23,23.4,95
2023-11-07 17:20:32,23.4,95
2023-11-07 17:20:42,23.4,95
2023-11-07 17:20:51,23.4,95
2023-11-07 17:21:01,23.4,95
2023-11-07 17:21:11,23.4,95
2023-11-07 17:21:22,23.4,95
2023-11-07 17:21:31,23.4,95
2023-11-07 17:21:41,23.4,95
2023-11-07 17:21:52,23.4,95
2023-11-07 17:22:01,23.4,95
2023-11-07 17:22:11,23.4,95
2023-11-07 17:22:21,23.4,95
2023-11-07 17:22:30,23.4,95
2023-11-07 17:22:39,23.4,95
2023-11-07 17:22:49,23.4,95
2023-11-07 17:22:59,23.4,95
2023-11-07 17:23:08,23.4,95
2023-11-07 17:23:18,23.4,95
2023-11-07 17:23:27,23.4,95
2023-11-07 17:23:36,23.4,95
2023-11-07 17:23:46,23.4,95
2023-11-07 17:23:56,23.4,95
2023-11-07 17:24:06,23.4,95
2023-11-07 17:24:16,23.4,95
2023-11-07 17:24:25,23.4,95
2023-11-07 17:24:35,23.4,95
2023-11-07 17:24:45,23.4,95
2023-11-07 17:24:54,23.4,95
2023-11-07 17:25:04,23.4,95
2023-11-07 17:25:13,23.4,95
2023-11-07 17:25:23,23.4,95
2023-11-07 17:25:33,23.4,95
2023-11-07 17:25:43,23.4,95
2023-11-07 17:25:52,23.4,95
2023-11-07 17:26:02,23.4,95
2023-11-07 17:26:12,23.4,95
2023-11-07 17:26:21,23.4,95
2023-11-07 17:26:31,23.4,95
2023-11-07 17:26:42,23.4,95
2023-11-07 17:26:51,23.4,95
2023-11-07 17:27:01,23.4,95
2023-11-07 17:27:10,23.4,95
2023-11-07 17:27:20,23.4,95
2023-11-07 17:27:29,23.4,95
2023-11-07 17:27:39,23.4,95
2023-11-07 17:27:50,23.4,95
2023-11-07 17:28:01,23.4,95
2023-11-07 17:28:11,23.4,95
2023-11-07 17:28:21,23.4,95
2023-11-07 17:28:31,23.4,95
2023-11-07 17:28:41,23.4,95
2023-11-07 17:28:51,23.4,95
2023-11-07 17:29:00,23.4,95
2023-11-07 17:29:10,23.4,96
2023-11-07 17:29:20,23.4,95
2023-11-07 17:29:30,23.4,95
2023-11-07 17:29:40,23.4,95
2023-11-07 17:29:50,23.4,95
2023-11-07 17:30:00,23.4,95
2023-11-07 17:30:10,23.4,95
2023-11-07 17:30:20,23.4,95
2023-11-07 17:30:30,23.4,95
2023-11-07 17:30:40,23.4,95
2023-11-07 17:30:49,23.4,95
2023-11-07 17:30:59,23.4,95
2023-11-07 17:31:08,23.4,95
2023-11-07 17:31:18,23.4,95
2023-11-07 17:31:28,23.4,95
2023-11-07 17:31:37,23.4,95
2023-11-07 17:31:48,23.4,95
2023-11-07 17:31:57,23.4,95
2023-11-07 17:32:07,23.4,95
2023-11-07 17:32:17,23.4,95
2023-11-07 17:32:27,23.4,95
2023-11-07 17:32:38,23.4,95
2023-11-07 17:32:47,23.4,95
2023-11-07 17:33:00,23.4,95
2023-11-07 17:33:10,23.4,95
2023-11-07 17:33:20,23.4,95
2023-11-07 17:33:29,23.4,95
2023-11-07 17:33:40,23.4,95
2023-11-07 17:33:50,23.4,95
2023-11-07 17:34:00,23.4,95
2023-11-07 17:34:10,23.4,95
2023-11-07 17:34:19,23.4,95
2023-11-07 17:34:29,23.4,95
2023-11-07 17:34:39,23.4,95
2023-11-07 17:34:49,23.4,95
2023-11-07 17:34:59,23.4,95
2023-11-07 17:35:08,23.4,95
2023-11-07 17:35:18,23.4,95
2023-11-07 17:35:27,23.4,95
2023-11-07 17:35:37,23.4,95
2023-11-07 17:35:47,23.4,95
2023-11-07 17:35:56,23.4,95
2023-11-07 17:36:06,23.4,95
2023-11-07 17:36:16,23.4,95
2023-11-07 17:36:26,23.4,95
2023-11-07 17:36:35,23.4,95
2023-11-07 17:36:47,23.4,95
2023-11-07 17:36:57,23.4,95
2023-11-07 17:37:07,23.4,95
2023-11-07 17:37:17,23.4,95
2023-11-07 17:37:26,23.4,95
2023-11-07 17:37:37,23.4,95
2023-11-07 17:37:46,23.4,95
2023-11-07 17:37:56,23.4,95
2023-11-07 17:38:06,23.4,95
2023-11-07 17:38:15,23.4,95
2023-11-07 17:38:25,23.4,95
2023-11-07 17:38:34,23.4,95
2023-11-07 17:38:45,23.4,95
2023-11-07 17:38:55,23.4,95
2023-11-07 17:39:05,23.4,95
2023-11-07 17:39:15,23.4,95
2023-11-07 17:39:25,23.4,95
2023-11-07 17:39:35,23.4,95
2023-11-07 17:39:45,23.4,95
2023-11-07 17:39:54,23.4,95
2023-11-07 17:40:05,23.4,95
2023-11-07 17:40:14,23.4,95
2023-11-07 17:40:24,23.4,95
2023-11-07 17:40:33,23.4,95
2023-11-07 17:40:46,23.4,95
2023-11-07 17:40:56,23.4,95
2023-11-07 17:41:05,23.4,95
2023-11-07 17:41:16,23.4,95
2023-11-07 17:41:25,23.4,95
2023-11-07 17:41:35,23.4,95
2023-11-07 17:41:46,23.4,95
2023-11-07 17:41:56,23.4,95
2023-11-07 17:42:06,23.4,95
2023-11-07 17:42:15,23.4,95
2023-11-07 17:42:25,23.4,95
2023-11-07 17:42:35,23.4,95
2023-11-07 17:42:45,23.4,95
2023-11-07 17:42:55,23.4,95
2023-11-07 17:43:04,23.4,95
2023-11-07 17:43:14,23.4,95
2023-11-07 17:43:25,23.4,95
2023-11-07 17:43:34,23.4,95
2023-11-07 17:43:44,23.4,95
2023-11-07 17:43:54,23.4,95
2023-11-07 17:44:04,23.4,95
2023-11-07 17:44:14,23.4,95
2023-11-07 17:44:24,23.4,95
2023-11-07 17:44:33,23.4,95
2023-11-07 17:44:42,23.4,95
2023-11-07 17:44:52,23.4,95
2023-11-07 17:45:01,23.4,95
2023-11-07 17:45:11,23.4,95
2023-11-07 17:45:20,23.4,95
2023-11-07 17:45:30,23.4,95
2023-11-07 17:45:39,23.4,95
2023-11-07 17:45:49,23.4,95
2023-11-07 17:45:58,23.4,95
2023-11-07 17:46:08,23.4,95
2023-11-07 17:46:18,23.4,95
2023-11-07 17:46:28,23.4,95
2023-11-07 17:46:37,23.4,95
2023-11-07 17:46:47,23.4,95
2023-11-07 17:46:56,23.4,95
2023-11-07 17:47:06,23.4,95
2023-11-07 17:47:16,23.4,95
2023-11-07 17:47:25,23.4,95
2023-11-07 17:47:36,23.4,95
2023-11-07 17:47:45,23.4,95
2023-11-07 17:47:55,23.4,95
2023-11-07 17:48:05,23.4,95
2023-11-07 17:48:14,23.4,95
2023-11-07 17:48:24,23.4,95
2023-11-07 17:48:33,23.4,95
2023-11-07 17:48:43,23.4,95
2023-11-07 17:48:52,23.4,95
2023-11-07 17:49:02,23.4,95
2023-11-07 17:49:11,23.4,95
2023-11-07 17:49:21,23.4,95
2023-11-07 17:49:31,23.4,95
2023-11-07 17:49:41,23.4,95
2023-11-07 17:49:51,23.4,95
2023-11-07 17:50:00,23.4,95
2023-11-07 17:50:10,23.4,95
2023-11-07 17:50:20,23.4,95
2023-11-07 17:50:30,23.4,95
2023-11-07 17:50:39,23.4,95
2023-11-07 17:50:49,23.4,95
2023-11-07 17:50:59,23.4,95
2023-11-07 17:51:08,23.4,95
2023-11-07 17:51:18,23.4,95
2023-11-07 17:51:28,23.4,95
2023-11-07 17:51:37,23.4,95
2023-11-07 17:51:47,23.4,95
2023-11-07 17:51:57,23.4,95
2023-11-07 17:52:07,23.4,95
2023-11-07 17:52:16,23.4,95
2023-11-07 17:52:26,23.4,95
2023-11-07 17:52:36,23.4,95
2023-11-07 17:52:46,23.4,95
2023-11-07 17:52:55,23.4,95
2023-11-07 17:53:05,23.4,95
2023-11-07 17:53:15,23.4,95
2023-11-07 17:53:25,23.4,95
2023-11-07 17:53:34,23.4,95
2023-11-07 17:53:44,23.4,95
2023-11-07 17:53:53,23.4,95
2023-11-07 17:54:03,23.4,95
2023-11-07 17:54:15,23.4,95
2023-11-07 17:54:24,23.4,95
2023-11-07 17:54:34,23.4,95
2023-11-07 17:54:44,23.4,95
2023-11-07 17:54:53,23.4,95
2023-11-07 17:55:03,23.4,95
2023-11-07 17:55:12,23.4,95
2023-11-07 17:55:21,23.4,96
2023-11-07 17:55:32,23.4,95
2023-11-07 17:55:42,23.4,95
2023-11-07 17:55:52,23.4,95
2023-11-07 17:56:01,23.4,95
2023-11-07 17:56:11,23.4,95
2023-11-07 17:56:22,23.4,95
2023-11-07 17:56:31,23.4,95
2023-11-07 17:56:41,23.4,96
2023-11-07 17:56:51,23.4,95
2023-11-07 17:57:01,23.4,96
2023-11-07 17:57:11,23.4,96
2023-11-07 17:57:20,23.4,95
2023-11-07 17:57:30,23.4,95
2023-11-07 17:57:39,23.4,96
2023-11-07 17:57:49,23.4,95
2023-11-07 17:57:58,23.4,96
2023-11-07 17:58:07,23.4,95
2023-11-07 17:58:17,23.4,96
2023-11-07 17:58:27,23.4,95
2023-11-07 17:58:36,23.4,96
2023-11-07 17:58:46,23.4,96
2023-11-07 17:58:55,23.4,95
2023-11-07 17:59:05,23.4,96
2023-11-07 17:59:15,23.4,96
2023-11-07 17:59:24,23.4,96
2023-11-07 17:59:35,23.4,95
2023-11-07 17:59:45,23.4,96
2023-11-07 17:59:54,23.4,95
2023-11-07 18:00:04,23.4,96
2023-11-07 18:00:13,23.4,96
2023-11-07 18:00:23,23.4,96
2023-11-07 18:00:33,23.4,96
2023-11-07 18:00:43,23.4,95
2023-11-07 18:00:52,23.4,96
2023-11-07 18:01:01,23.4,96
2023-11-07 18:01:11,23.4,96
2023-11-07 18:01:21,23.4,96
2023-11-07 18:01:33,23.4,96
2023-11-07 18:01:42,23.4,96
2023-11-07 18:01:52,23.4,96
2023-11-07 18:02:02,23.4,96
2023-11-07 18:02:11,23.4,96
2023-11-07 18:02:21,23.4,96
2023-11-07 18:02:30,23.4,95
2023-11-07 18:02:40,23.4,96
2023-11-07 18:02:49,23.4,96
2023-11-07 18:02:59,23.4,96
2023-11-07 18:03:09,23.4,96
2023-11-07 18:03:18,23.4,96
2023-11-07 18:03:28,23.4,96
2023-11-07 18:03:38,23.4,96
2023-11-07 18:03:48,23.4,96
2023-11-07 18:03:58,23.4,96
2023-11-07 18:04:08,23.4,96
2023-11-07 18:04:17,23.4,96
2023-11-07 18:04:27,23.4,96
2023-11-07 18:04:37,23.4,96
2023-11-07 18:04:47,23.4,96
2023-11-07 18:04:58,23.4,96
2023-11-07 18:05:08,23.4,96
2023-11-07 18:05:18,23.4,96
2023-11-07 18:05:28,23.4,95
2023-11-07 18:05:37,23.4,96
2023-11-07 18:05:47,23.4,96
2023-11-07 18:05:57,23.4,96
2023-11-07 18:06:06,23.4,96
2023-11-07 18:06:16,23.4,96
2023-11-07 18:06:26,23.4,96
2023-11-07 18:06:36,23.4,96
2023-11-07 18:06:45,23.4,96
2023-11-07 18:06:55,23.4,96
2023-11-07 18:07:04,23.4,96
2023-11-07 18:07:14,23.4,96
2023-11-07 18:07:24,23.4,96
2023-11-07 18:07:34,23.4,96
2023-11-07 18:07:44,23.4,96
2023-11-07 18:07:53,23.4,96
2023-11-07 18:08:03,23.4,96
2023-11-07 18:08:13,23.4,96
2023-11-07 18:08:22,23.4,96
2023-11-07 18:08:32,23.4,96
2023-11-07 18:08:42,23.4,96
2023-11-07 18:08:52,23.4,96
2023-11-07 18:09:02,23.4,96
2023-11-07 18:09:12,23.4,96
2023-11-07 18:09:21,23.4,96
2023-11-07 18:09:31,23.4,96
2023-11-07 18:09:41,23.4,96
2023-11-07 18:09:50,23.4,96
2023-11-07 18:10:01,23.4,96
2023-11-07 18:10:11,23.4,96
2023-11-07 18:10:20,23.4,96
2023-11-07 18:10:30,23.4,96
2023-11-07 18:10:40,23.4,96
2023-11-07 18:10:49,23.4,96
2023-11-07 18:10:59,23.4,96
2023-11-07 18:11:09,23.4,96
2023-11-07 18:11:18,23.4,96
2023-11-07 18:11:28,23.4,96
2023-11-07 18:11:39,23.4,96
2023-11-07 18:11:48,23.4,96
2023-11-07 18:11:58,23.4,96
2023-11-07 18:12:07,23.4,96
2023-11-07 18:12:17,23.4,96
2023-11-07 18:12:27,23.4,96
2023-11-07 18:12:36,23.4,96
2023-11-07 18:12:46,23.4,96
2023-11-07 18:12:56,23.4,96
2023-11-07 18:13:06,23.4,96
2023-11-07 18:13:16,23.4,96
2023-11-07 18:13:26,23.4,96
2023-11-07 18:13:35,23.4,96
2023-11-07 18:13:45,23.4,96
2023-11-07 18:13:55,23.4,96
2023-11-07 18:14:06,23.4,96
2023-11-07 18:14:16,23.4,96
2023-11-07 18:14:26,23.4,96
2023-11-07 18:14:36,23.4,96
2023-11-07 18:14:47,23.4,96
2023-11-07 18:14:57,23.4,96
2023-11-07 18:15:06,23.4,96
2023-11-07 18:15:16,23.4,96
2023-11-07 18:15:25,23.4,96
2023-11-07 18:15:35,23.4,96
2023-11-07 18:15:44,23.4,96
2023-11-07 18:15:54,23.4,96
2023-11-07 18:16:03,23.4,96
2023-11-07 18:16:13,23.4,96
2023-11-07 18:16:23,23.4,96
2023-11-07 18:16:32,23.4,96
2023-11-07 18:16:42,23.4,96
2023-11-07 18:16:51,23.4,96
2023-11-07 18:17:01,23.4,96
2023-11-07 18:17:10,23.4,96
2023-11-07 18:17:20,23.4,96
2023-11-07 18:17:29,23.4,96
2023-11-07 18:17:39,23.4,96
2023-11-07 18:17:48,23.4,96
2023-11-07 18:17:58,23.4,96
2023-11-07 18:18:08,23.4,96
2023-11-07 18:18:17,23.4,96
2023-11-07 18:18:27,23.4,96
2023-11-07 18:18:36,23.4,96
2023-11-07 18:18:45,23.4,96
2023-11-07 18:18:55,23.4,96
2023-11-07 18:19:04,23.4,96
2023-11-07 18:19:14,23.4,96
2023-11-07 18:19:24,23.4,96
2023-11-07 18:19:33,23.4,96
2023-11-07 18:19:43,23.4,96
2023-11-07 18:19:52,23.4,96
2023-11-07 18:20:02,23.4,96
2023-11-07 18:20:11,23.4,96
2023-11-07 18:20:21,23.4,96
2023-11-07 18:20:31,23.4,96
2023-11-07 18:20:40,23.4,96
2023-11-07 18:20:49,23.4,96
2023-11-07 18:20:59,23.4,96
2023-11-07 18:21:09,23.4,96
2023-11-07 18:21:18,23.4,96
2023-11-07 18:21:28,23.4,96
2023-11-07 18:21:37,23.4,96
2023-11-07 18:21:47,23.4,96
2023-11-07 18:21:57,23.4,96
2023-11-07 18:22:07,23.4,96
2023-11-07 18:22:16,23.4,96
2023-11-07 18:22:26,23.5,96
2023-11-07 18:22:35,23.5,96
2023-11-07 18:22:45,23.7,96
2023-11-07 18:22:54,23.7,96
2023-11-07 18:23:04,23.8,96
2023-11-07 18:23:14,23.8,96
2023-11-07 18:23:24,23.8,96
2023-11-07 18:23:34,23.8,96
2023-11-07 18:23:43,23.8,96
2023-11-07 18:23:52,23.8,96
2023-11-07 18:24:02,23.8,96
2023-11-07 18:24:12,23.8,96
2023-11-07 18:24:22,23.8,96
2023-11-07 18:24:31,23.8,96
2023-11-07 18:24:41,23.8,96
2023-11-07 18:24:51,23.8,96
2023-11-07 18:25:00,23.8,96
2023-11-07 18:25:10,23.8,96
2023-11-07 18:25:20,23.8,96
2023-11-07 18:25:29,23.8,96
2023-11-07 18:25:39,23.8,96
2023-11-07 18:25:49,23.8,96
2023-11-07 18:25:59,23.8,96
2023-11-07 18:26:09,23.8,96
2023-11-07 18:26:18,23.8,96
2023-11-07 18:26:28,23.8,96
2023-11-07 18:26:37,23.8,96
2023-11-07 18:26:47,23.8,96
2023-11-07 18:26:56,23.8,96
2023-11-07 18:27:06,23.8,96
2023-11-07 18:27:15,23.8,96
2023-11-07 18:27:25,23.8,96
2023-11-07 18:27:35,23.8,96
2023-11-07 18:27:45,23.8,96
2023-11-07 18:27:55,23.8,96
2023-11-07 18:28:04,23.8,96
2023-11-07 18:28:14,23.8,96
2023-11-07 18:28:25,23.8,96
2023-11-07 18:28:35,23.8,96
2023-11-07 18:28:45,23.8,96
2023-11-07 18:28:55,23.8,96
2023-11-07 18:29:05,23.8,96
2023-11-07 18:29:15,23.8,96
2023-11-07 18:29:24,23.8,96
2023-11-07 18:29:35,23.8,96
